1.7349816427480884 + 0.02831270195874707im
1.734982122785111 + 0.028509053987951352im
1.734982609503191 + 0.028706767731919387im
1.734983102995671 + 0.02890585263356602im
1.7349836033567967 + 0.029106318202060576im
1.7349841106820374 + 0.02930817401199459im
1.7349846250684016 + 0.02951142970468855im
1.7349851466143165 + 0.02971609498784483im
1.7349856754191635 + 0.029922179637278938im
1.7349862115839445 + 0.030129693495991098im
1.7349867552113687 + 0.030338646475150492im
1.7349873064051458 + 0.0305490485550772im
1.734987865270692 + 0.030760909784993063im
1.7349884319145543 + 0.03097424028394938im
1.7349890064452311 + 0.031189050241207775im
1.734989588972453 + 0.03140534991649636im
1.7349901796072489 + 0.03162314964088977im
1.734990778462897 + 0.031842459816871664im
1.7349913856536177 + 0.03206329091916859im
1.7349920012952074 + 0.03228565349551171im
1.7349926255057468 + 0.032509558165880977im
1.7349932584040066 + 0.032735015624925014im
1.734993900111207 + 0.032962036640826im
1.7349945507498323 + 0.033190632056413684im
1.7349952104443476 + 0.03342081278996097im
1.73499587932065 + 0.03365258983544061im
1.7349965575065163 + 0.033885974262825434im
1.7349972451316218 + 0.03412097721917562im
1.7349979423272421 + 0.03435760992854513im
1.7349986492266112 + 0.034595883693069575im
1.7349993659649465 + 0.03483580989290893im
1.7350000926789153 + 0.03507739998752708im
1.7350008295074897 + 0.035320665515697375im
1.735001576591623 + 0.0355656180958979im
1.7350023340737537 + 0.03581226942778978im
1.7350031020988357 + 0.03606063129158705im
1.7350038808132635 + 0.036310715549715294im
1.735004670366216 + 0.03656253414615406im
1.735005470908456 + 0.036816099108364496im
1.7350062825928214 + 0.03707142254683867im
1.735007105574354 + 0.03732851665629266im
1.7350079400104559 + 0.03758739371574385im
1.7350087860604515 + 0.037848066089397996im
1.7350096438858427 + 0.038110546227598865im
1.7350105136508878 + 0.03837484666620849im
1.7350113955214794 + 0.038640980028849574im
1.73501228966605 + 0.038908959026147154im
1.7350131962556614 + 0.039178796457010105im
1.7350141154635197 + 0.03945050520902329im
1.7350150474650043 + 0.03972409825944697im
1.7350159924382933 + 0.03999958867521973im
1.7350169505641484 + 0.040276989613704614im
1.7350179220253434 + 0.04055631432405395im
1.7350189070075814 + 0.04083757614675508im
1.7350199056989843 + 0.041120788515232785im
1.7350209182904814 + 0.04140596495556023im
1.7350219449754374 + 0.04169311908802784im
1.735022985950024 + 0.041982264627253296im
1.7350240414131364 + 0.04227341538272591im
1.7350251115665627 + 0.04256658525979709im
1.7350261966144687 + 0.042861788260614965im
1.735027296764477 + 0.04315903848379363im
1.7350284122265482 + 0.0434583501261435im
1.7350295432139695 + 0.043759737482654514im
1.7350306899426795 + 0.044063214947418314im
1.7350318526317172 + 0.04436879701482046im
1.7350330315032274 + 0.044676498279133746im
1.7350342267828007 + 0.044986333435979374im
1.7350354386983062 + 0.045298317282960805im
1.735036667481735 + 0.045612464720221076im
1.735037913367382 + 0.04592879075144416im
1.735039176593827 + 0.04624731048381779im
1.73504045740174 + 0.04656803912997976im
1.7350417560365194 + 0.04689099200727025im
1.7350430727457988 + 0.04721618453990637im
1.735044407781247 + 0.04754363225856177im
1.7350457613980914 + 0.047873350801724605im
1.7350471338548983 + 0.04820535591648209im
1.7350485254135957 + 0.048539663459022594im
1.7350499363403924 + 0.04887628939530954im
1.7350513669048913 + 0.04921524980193755im
1.7350528173799946 + 0.04955656086744285im
1.7350542880430893 + 0.04990023889210043im
1.7350557791753833 + 0.05024630028922381im
1.735057291061246 + 0.05059476158648599im
1.7350588239899363 + 0.05094563942521429im
1.7350603782541072 + 0.051298950563081994im
1.7350619541507322 + 0.051654711873228044im
1.7350635519809638 + 0.05201294034602274im
1.735065172050071 + 0.05237365308960177im
1.7350668146675656 + 0.05273686733079786im
1.7350684801472673 + 0.053102600415770314im
1.7350701688073562 + 0.05347086981097195im
1.7350718809704764 + 0.05384169310383237im
1.7350736169636427 + 0.054215088003964185im
1.7350753771186764 + 0.05459107234351763im
1.7350771617716854 + 0.054969664078403646im
1.7350789712638834 + 0.05535088128880107im
1.7350808059406424 + 0.05573474218062351im
1.735082666152671 + 0.05612126508545839im
1.7350845522554557 + 0.05651046846244325im
1.7350864646091682 + 0.05690237089847928im
1.7350884035792484 + 0.05729699110938073im
1.7350903695360484 + 0.05769434794050501im
1.7350923628553159 + 0.058094460368246406im
1.7350943839177493 + 0.05849734750011827im
1.7350964331095942 + 0.05890302857635515im
1.735098510822122 + 0.05931152297049435im
1.735100617452648 + 0.059722850190237535im
1.7351027534032775 + 0.060137029878869465im
1.7351049190823304 + 0.06055408181544573im
1.735107114903329 + 0.060974025916379924im
1.7351093412858694 + 0.06139688223608354im
1.7351115986555308 + 0.06182267096785149im
1.73511388744319 + 0.06225141244525199im
1.7351162080865505 + 0.06268312714234478im
1.7351185610285549 + 0.0631178356755321im
1.7351209467190551 + 0.06355555880391077im
1.7351233656135066 + 0.0639963174306494im
1.735125818174393 + 0.06444013260347242im
1.7351283048699104 + 0.06488702551638599im
1.7351308261754657 + 0.06533701750999521im
1.7351333825725233 + 0.06579013007306593im
1.735135974549579 + 0.06624638484308243im
1.7351386026018187 + 0.06670580360765219im
1.7351412672312756 + 0.06716840830528498im
1.7351439689470436 + 0.06763422102672915im
1.7351467082651508 + 0.0681032640158353im
1.7351494857092424 + 0.06857555967020146im
1.7351523018095703 + 0.06905113054334623im
1.7351551571044368 + 0.06952999934453843im
1.7351580521392462 + 0.07001218894063799im
1.7351609874669738 + 0.07049772235713937im
1.7351639636484282 + 0.07098662277890792im
1.7351669812521793 + 0.0714789135516543im
1.7351700408549535 + 0.07197461818267864im
1.735173143040902 + 0.07247376034247215im
1.735176288403063 + 0.07297636386526068im
1.7351794775420466 + 0.07348245275075921im
1.7351827110671318 + 0.07399205116489481im
1.735185989596296 + 0.07450518344091468im
1.7351893137556174 + 0.07502187408101735im
1.735192684180185 + 0.07554214775688507im
1.7351961015141277 + 0.07606602931133989im
1.7351995664100015 + 0.07659354375943908im
1.7352030795299866 + 0.07712471628929052im
1.735206641545082 + 0.07765957226401053im
1.735210253135677 + 0.07819813722213322im
1.7352139149920027 + 0.07874043687917301im
1.7352176278135099 + 0.07928649712896671im
1.735221392309465 + 0.07983634404486499im
1.7352252091990636 + 0.08039000388056085im
1.735229079211354 + 0.0809475030720714im
1.735233003085898 + 0.08150886823833922im
1.7352369815720914 + 0.08207412618287878im
1.7352410154301847 + 0.08264330389475083im
1.7352451054306266 + 0.08321642855031801im
1.7352492523549055 + 0.08379352751392972im
1.7352534569949811 + 0.08437462833992297im
1.735257720154363 + 0.08495975877308626im
1.7352620426473073 + 0.08554894675087613im
1.7352664252997012 + 0.08614222040399228im
1.7352708689487681 + 0.08673960805815771im
1.735275374443239 + 0.08734113823554236im
1.7352799426439418 + 0.08794683965554952im
1.7352845744237182 + 0.08855674123694282im
1.735289270667034 + 0.08917087209863564im
1.735294032271264 + 0.0897892615611525im
1.7352988601461625 + 0.09041193914847172im
1.7353037552136301 + 0.09103893458888963im
1.7353087184093154 + 0.09167027781660259im
1.7353137506808056 + 0.0923059989734303im
1.7353188529897805 + 0.09294612840982983im
1.735324026310877 + 0.09359069668649478im
1.7353292716321687 + 0.09423973457583944im
1.7353345899558266 + 0.09489327306376232im
1.735339982297901 + 0.09555134335008031im
1.7353454496883376 + 0.09621397685146775im
1.7353509931717335 + 0.0968812052018149im
1.7353566138067826 + 0.09755306025436594im
1.7353623126674302 + 0.09822957408270222im
1.735368090842226 + 0.09891077898285093im
1.7353739494350282 + 0.09959670747443397im
1.735379889564812 + 0.10028739230235612im
1.7353859123664592 + 0.10098286643817178im
1.7353920189904326 + 0.10168316308199418im
1.735398210603432 + 0.10238831566367586im
1.7354044883878623 + 0.10309835784489733im
1.7354108535430934 + 0.10381332352027617im
1.7354173072851389 + 0.10453324681889296im
1.735423850846643 + 0.1052581621068745im
1.7354304854776097 + 0.1059881039876514im
1.7354372124455437 + 0.10672310730471696im
1.7354440330352976 + 0.10746320714266308im
1.7354509485497747 + 0.10820843882924115im
1.7354579603100921 + 0.10895883793654437im
1.7354650696554903 + 0.10971444028311263im
1.7354722779440097 + 0.11047528193575734im
1.7354795865525747 + 0.1112413992106623im
1.7354869968774185 + 0.1120128286756019im
1.7354945103338169 + 0.11278960715159572im
1.7355021283570635 + 0.11357177171471765im
1.735509852402393 + 0.11435935969733918im
1.7355176839451243 + 0.1151524086907614im
1.7355256244812416 + 0.11595095654633798im
1.7355336755275312 + 0.11675504137739423im
1.7355418386217882 + 0.11756470156128383im
1.735550115323226 + 0.11837997574100803im
1.7355585072129944 + 0.11920090282694858im
1.7355670158939247 + 0.12002752199896188im
1.7355756429911973 + 0.12085987270826716im
1.7355843901528096 + 0.12169799467877915im
1.7355932590494005 + 0.12254192790973448im
1.7356022513752105 + 0.12339171267702685im
1.7356113688477426 + 0.12424738953556702im
1.7356206132084273 + 0.12510899932069786im
1.7356299862230173 + 0.12597658315051127im
1.7356394896820033 + 0.1268501824276578im
1.735649125400359 + 0.12772983884147213im
1.735658895218675 + 0.12861559436958978im
1.7356688010029724 + 0.1295074912802098im
1.7356788446452645 + 0.13040557213412562im
1.735689028063955 + 0.1313098797866385im
1.7356993532040648 + 0.1322204573895734im
1.7357098220376694 + 0.13313734839324184im
1.7357204365643701 + 0.1340605965487302im
1.735731198811548 + 0.13499024590987424im
1.7357421108346827 + 0.13592634083522342im
1.735753174717826 + 0.13686892599043102im
1.7357643925744664 + 0.1378180463497312im
1.7357757665467581 + 0.13877374719902424im
1.7357872988074636 + 0.13973607413712322im
1.7357989915588425 + 0.14070507307859778im
1.735810847034238 + 0.14168079025536287im
1.7358228674978866 + 0.14266327221917458im
1.7358350552457 + 0.14365256584395902im
1.735847412605206 + 0.14464871832774187im
1.7358599419366914 + 0.1456517771950481im
1.7358726456330131 + 0.14666179029893966im
1.7358855261204131 + 0.14767880582367365im
1.735898585858868 + 0.148702872286488im
1.735911827342491 + 0.14973403854045123im
1.7359252531003468 + 0.15077235377627465im
1.7359388656963277 + 0.15181786752460297im
1.7359526677302808 + 0.15287062965915896im
1.735966661838078 + 0.1539306903978535im
1.7359808506922705 + 0.1549981003062785im
1.7359952370026448 + 0.15607291029942774im
1.7360098235166441 + 0.1571551716443387im
1.7360246130197154 + 0.15824493596248465im
1.7360396083364757 + 0.15934225523208717im
1.7360548123306268 + 0.16044718179089307im
1.7360702279055176 + 0.16155976833818553im
1.7360858580052256 + 0.16268006793762724im
1.7361017056145664 + 0.16380813401968944im
1.7361177737596996 + 0.16494402038399922im
1.7361340655093973 + 0.1660877812019712im
1.7361505839745368 + 0.16723947101965758im
1.7361673323097104 + 0.1683991447596114im
1.7361843137130484 + 0.16956685772433785im
1.7362015314274535 + 0.1707426655980554im
1.736218988740797 + 0.1719266244500079im
1.7362366889865821 + 0.17311879073675887im
1.7362546355448487 + 0.1743192213048126im
1.7362728318424339 + 0.17552797339342147im
1.7362912813541331 + 0.17674510463732973im
1.7363099876028818 + 0.1779706730691704im
1.7363289541604585 + 0.17920473712269477im
1.7363481846487312 + 0.18044735563508504im
1.7363676827395282 + 0.181698587849718im
1.7363874521559317 + 0.1829584934193774im
1.7364074966727812 + 0.18422713240861655im
1.7364278201174106 + 0.1855045652967153im
1.7364484263704103 + 0.18679085298064013im
1.736469319366321 + 0.1880860567777814im
1.736490503094341 + 0.18939023842874947im
1.7365119815990415 + 0.19070346010050537im
1.7365337589814918 + 0.19202578438902657im
1.7365558393996845 + 0.19335727432232755im
1.736578227069491 + 0.19469799336362167im
1.7366009262652309 + 0.19604800541389342im
1.7366239413207691 + 0.19740737481524637im
1.7366472766301444 + 0.1987761663538941im
1.7366709366487185 + 0.2001544452627391im
1.7366949258934838 + 0.20154227722506263im
1.7367192489445515 + 0.20293972837717855im
1.7367439104455336 + 0.20434686531159194im
1.7367689151047137 + 0.20576375508035993im
1.7367942676956316 + 0.20719046519778359im
1.736819973058468 + 0.20862706364406178im
1.7368460361003866 + 0.21007361886802509im
1.7368724617971625 + 0.21153019979059878im
1.7368992551934808 + 0.2129968758080143im
1.7369264214041493 + 0.21447371679477217im
1.736953965615115 + 0.21596079310737004im
1.7369818930846186 + 0.2174581755871684im
1.7370102091437507 + 0.21896593556382082im
1.7370389191979092 + 0.22048414485877232im
1.7370680287273843 + 0.22201287578838863im
1.737097543288906 + 0.22355220116718im
1.737127468516276 + 0.22510219431179154im
1.737157810121738 + 0.2266629290437648im
1.7371885738967978 + 0.228234479693321im
1.7372197657136073 + 0.22981692110267718im
1.7372513915258583 + 0.23141032862970456im
1.7372834573700804 + 0.23301477815112795im
1.7373159693665867 + 0.23463034606636157im
1.737348933720726 + 0.23625710930095212im
1.7373823567243665 + 0.2378951453099804im
1.7374162447565626 + 0.23954453208183296im
1.7374506042851818 + 0.2412053481418839im
1.7374854418678363 + 0.24287767255593906im
1.737520764153364 + 0.2445615849340644im
1.7375565778830102 + 0.24625716543408777im
1.737592889891764 + 0.24796449476551866im
1.737629707109413 + 0.249683654193145im
1.7376670365622116 + 0.25141472554093436im
1.7377048853740524 + 0.25315779119554876im
1.7377432607677274 + 0.2549129341104279im
1.7377821700664078 + 0.25668023780947924im
1.7378216206951942 + 0.25845978639104666im
1.7378616201820485 + 0.26025166453160914im
1.7379021761600246 + 0.2620559574898261im
1.7379432963675014 + 0.2638727511104563im
1.7379849886512158 + 0.2657021318282929im
1.7380272609661498 + 0.2675441866720822im
1.738070121378406 + 0.2693990032686435im
1.7381135780657657 + 0.2712666698469508im
1.7381576393199936 + 0.2731472752418126im
1.7382023135475897 + 0.2750409088984106im
1.73824760927222 + 0.2769476608763157im
1.7382935351357716 + 0.278867621853259im
1.738340099900141 + 0.280800883129863im
1.7383873124491545 + 0.2827475366333236im
1.738435181789878 + 0.2847076749218916im
1.7384837170544718 + 0.2866813911889975im
1.738532927502127 + 0.2886687792677223im
1.7385828225203164 + 0.290669933634797im
1.7386334116271485 + 0.292684949415134im
1.7386847044728928 + 0.29471392238608574im
1.738736710841789 + 0.2967569489817294im
1.738789440653934 + 0.29881412629759996im
1.7388429039673796 + 0.3008855520945785im
1.7388971109795548 + 0.30297132480402467im
1.7389520720297935 + 0.30507154353154853im
1.7390077976006955 + 0.3071863080620799im
1.7390642983207651 + 0.3093157188641605im
1.7391215849657549 + 0.3114598770945831im
1.7391796684612517 + 0.31361888460269355im
1.7392385598844928 + 0.3157928439355507im
1.7392982704665219 + 0.31798185834220083im
1.7393588115941647 + 0.3201860317783247im
1.7394201948125516 + 0.3224054689112771im
1.7394824318269524 + 0.32464027512447485im
1.739545534505105 + 0.3268905565222998im
1.7396095148796562 + 0.3291564199348712im
1.7396743851500327 + 0.331437972922954im
1.7397401576851594 + 0.33373532378282356im
1.7398068450255624 + 0.3360485815507255im
1.7398744598858729 + 0.33837785600862824im
1.7399430151571842 + 0.34072325768814465im
1.7400125239095727 + 0.3430848978763724im
1.7400829993942304 + 0.3454628886204077im
1.7401544550464607 + 0.3478573427324063im
1.7402269044880094 + 0.35026837379495324im
1.7403003615295407 + 0.3526960961657571im
1.7403748401733972 + 0.35514062498288873im
1.7404503546161043 + 0.35760207617025386im
1.7405269192513648 + 0.3600805664422024im
1.7406045486723127 + 0.3625762133092036im
1.7406832576746523 + 0.3650891350828236im
1.7407630612595049 + 0.3676194508811173im
1.740843974635846 + 0.3701672806339282im
1.7409260132235458 + 0.3727327450881275im
1.7410091926566156 + 0.37531596581305615im
1.741093528785806 + 0.3779170652058905im
1.741179037681594 + 0.38053616649701144im
1.7412657356374264 + 0.3831733937556043im
1.741353639172665 + 0.3858288718949145im
1.7414427650358348 + 0.38850272667810026im
1.7415331302075732 + 0.39119508472338127im
1.7416247519039396 + 0.3939060735098483im
1.7417176475797285 + 0.3966358213832123im
1.7418118349320075 + 0.39938445756095325im
1.7419073319026743 + 0.4021521121385726im
1.742004156682609 + 0.4049389160949006im
1.7421023277149643 + 0.4077450012980094im
1.7422018636982586 + 0.41057050051091243im
1.7423027835904952 + 0.4134155473973263im
1.7424051066119093 + 0.41628027652771293im
1.7425088522496752 + 0.4191648233848544im
1.7426140402607762 + 0.42206932436984684im
1.7427206906758754 + 0.4249939168080987im
1.7428288238030833 + 0.4279387389553374im
1.7429384602322575 + 0.4309039300033215im
1.7430496208381734 + 0.43388963008620135im
1.7431623267849596 + 0.43689598028636706im
1.7432765995298036 + 0.43992312264050626im
1.7433924608272193 + 0.4429712001459202im
1.7435099327328678 + 0.44604035676642484im
1.7436290376080268 + 0.4491307374386471im
1.7437497981236245 + 0.45224248807845824im
1.7438722372644493 + 0.45537575558678106im
1.7439963783335533 + 0.4585306878560896im
1.7441222449566942 + 0.4617074337768846im
1.744249861086619 + 0.46490614324371315im
1.744379251007804 + 0.46812696716174im
1.7445104393407522 + 0.47137005745317007im
1.7446434510468056 + 0.47463556706344795im
1.744778311432857 + 0.47792364996813913im
1.7449150461558607 + 0.48123446117899593im
1.7450536812278654 + 0.4845681567507125im
1.7451942430209402 + 0.4879248937875989im
1.7453367582719754 + 0.491304830449811im
1.7454812540876508 + 0.49470812596034286im
1.745627757949924 + 0.498134940611562im
1.745776297720569 + 0.5015854357717651im
1.745926901646805 + 0.5050597738920813im
1.746079598366645 + 0.5085581185131367im
1.7462344169139956 + 0.5120806342718517im
1.7463913867243177 + 0.5156274869082053im
1.7465505376400101 + 0.5191988432722479im
1.7467118999159206 + 0.5227948713307796im
1.7468755042253858 + 0.5264157401742346im
1.7470413816654713 + 0.5300616200238735im
1.7472095637631 + 0.5337326822385324im
1.7473800824811188 + 0.5374290993216551im
1.747552970223669 + 0.5411510449283844im
1.7477282598427657 + 0.5448986938725756im
1.7479059846444571 + 0.5486722221337795im
1.7480861783945627 + 0.5524718068646294im
1.74826887532563 + 0.5562976263976542im
1.7484541101427953 + 0.5601498602526804im
1.748641918030386 + 0.5640286891440585im
1.748832334658658 + 0.567934294987687im
1.7490253961905027 + 0.5718668609083661im
1.7492211392876513 + 0.5758265712471796im
1.7494196011183567 + 0.5798136115687378im
1.7496208193634617 + 0.5838281686685052im
1.749824832224052 + 0.5878704305802077im
1.7500316784281689 + 0.5919405865830871im
1.7502413972382826 + 0.5960388272095394im
1.7504540284584076 + 0.6001653442525445im
1.7506696124416812 + 0.6043203307729599im
1.7508881900978495 + 0.6085039811071566im
1.7511098029005987 + 0.612716490874441im
1.75133449289544 + 0.6169580569848352im
1.751562302707833 + 0.6212288776463936im
1.7517932755504804 + 0.6255291523728574im
1.75202745523171 + 0.6298590819915899im
1.7522648861638837 + 0.6342188686505683im
1.7525056133709636 + 0.638608715826778im
1.7527496824972553 + 0.6430288283334722im
1.7529971398159037 + 0.6474794123279435im
1.7532480322373112 + 0.6519606753193286im
1.7535024073177914 + 0.6564728261763784im
1.7537603132687125 + 0.6610160751351815im
1.7540217989647764 + 0.6655906338069368im
1.7542869139538348 + 0.6701967151858585im
1.7545557084652668 + 0.6748345336569384im
1.7548282334197793 + 0.679504305003889im
1.7551045404386494 + 0.6842062464168422im
1.7553846818531262 + 0.6889405765003503im
1.755668710714537 + 0.6937075152813036im
1.7559566808034976 + 0.6985072842168664im
1.75624864663974 + 0.7033401062023806im
1.756544663492927 + 0.708206205579152im
1.7568447873922763 + 0.7131058081427326im
1.7571490751367598 + 0.7180391411506999im
1.7574575843057925 + 0.7230064333305165im
1.7577703732697207 + 0.7280079148878006im
1.7580875012007182 + 0.7330438175141306im
1.7584090280832132 + 0.7381143743952534im
1.7587350147254228 + 0.7432198202188373im
1.7590655227701195 + 0.7483603911827738im
1.7594006147060626 + 0.7535363250030044im
1.7597403538792724 + 0.7587478609218091im
1.7600848045050852 + 0.7639952397154401im
1.7604340316792282 + 0.7692787037027614im
1.7607881013903572 + 0.7745984967526598im
1.7611470805316585 + 0.7799548642926954im
1.7615110369131348 + 0.7853480533166899im
1.7618800392742993 + 0.7907783123930704im
1.7622541572962502 + 0.7962458916727947im
1.7626334616144392 + 0.8017510428975656im
1.7630180238320698 + 0.8072940194074891im
1.763407916532344 + 0.8128750761496344im
1.7638032132923263 + 0.818494469685667im
1.7642039886955494 + 0.8241524582001415im
1.7646103183464559 + 0.8298493015082975im
1.7650222788835082 + 0.8355852610642108im
1.7654399479931098 + 0.8413605999687378im
1.765863404423884 + 0.8471755829775136im
1.7662927280008411 + 0.8530304765090749im
1.7667279996398197 + 0.8589255486523525im
1.767169301362047 + 0.8648610691751452im
1.767616716309143 + 0.8708373095316116im
1.7680703287576445 + 0.8768545428706329im
1.7685302241347625 + 0.8829130440429922im
1.7689964890335614 + 0.8890130896099515im
1.7694692112282624 + 0.895154957850533im
1.7699484796905844 + 0.9013389287696345im
1.7704343846051116 + 0.9075652841055878im
1.7709270173859526 + 0.913834307337993im
1.7714264706928315 + 0.9201462836953767im
1.771932838447937 + 0.9265015001628449im
1.7724462158526186 + 0.9329002454896649im
1.7729666994040891 + 0.9393428101970241im
1.7734943869133313 + 0.9458294865853123im
1.7740293775220572 + 0.9523605687417662im
1.7745717717204785 + 0.9589363525478414im
1.7751216713654177 + 0.9655571356867335im
1.7756791796980567 + 0.9722232176506325im
1.7762444013624596 + 0.978934899747936im
1.7768174424243257 + 0.9856924851106766im
1.7773984103898521 + 0.99249627870147im
1.7779874142241372 + 0.9993465873209917im
1.7785845643713565 + 1.0062437196144904im
1.7791899727736058 + 1.0131879860793127im
1.7798037528909916 + 1.020179699071529im
1.780426019721685 + 1.0272191728128146im
1.7810568898220582 + 1.0343067233972205im
1.781696481327101 + 1.0414426687978806im
1.7823449139713632 + 1.0486273288737686im
1.7830023091100058 + 1.0558610253759515im
1.783668789740004 + 1.0631440819541598im
1.7843444805214934 + 1.0704768241632516im
1.7850295078000642 + 1.0778595794693615im
1.7857239996283347 + 1.085292677255966im
1.786428085788602 + 1.092776448830087im
1.78714189781532 + 1.100311227428216im
1.7878655690180703 + 1.1078973482222154im
1.7885992345045745 + 1.1155351483249398im
1.7893430312044023 + 1.1232249667958167im
1.7900970978924835 + 1.1309671446467005im
1.7908615752130994 + 1.1387620248467525im
1.7916366057044135 + 1.1466099523281361im
1.7924223338228926 + 1.1545112739909655im
1.7932189059682182 + 1.1624663387080825im
1.7940264705084605 + 1.1704754973303837im
1.7948451778055867 + 1.1785391026910856im
1.7956751802413433 + 1.1866575096106686im
1.7965166322432289 + 1.1948310749008946im
1.7973696903106613 + 1.2030601573694053im
1.7982345130424415 + 1.211345117823544im
1.799111261162794 + 1.2196863190745857im
1.8000000975496084 + 1.2280841259412232im
1.800901187261464 + 1.2365389052532385im
1.8018146975656921 + 1.2450510258549445im
1.8027407979671821 + 1.253620858608365im
1.803679660236382 + 1.262248776396291im
